url,length_url,length_hostname,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,https_token,ratio_digits_url,ratio_digits_host,punycode,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,length_words_raw,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,label
https://attt-106125.weeblysite.com/,35,26,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.17142857142857143,0.23076923076923078,1,0,1,0,3,1,0,0,0,28,3,3,0,10,11,0,5.6,13.0,1.0,0,0,0,0,0,Phishy
https://www.traderjoexyz.com,28,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,23,3,3,0,12,12,0,5.75,10.0,0.0,0,0,0,0,0,Legitimate
https://webmail-cox-2a55aa.webflow.io/,38,29,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.07894736842105263,0.10344827586206896,1,0,0,0,3,0,0,0,0,30,2,2,0,7,18,0,5.0,14.5,1.0,0,0,0,0,0,Phishy
https://www.scmagazine.com/analysis/cryptocurrency/federal-reserve-rep...,73,18,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,60,3,3,0,14,10,22,6.666666666666667,9.0,15.666666666666666,0,0,0,0,0,Legitimate
http://freefiremalaysia.g-e-t.biz.id,36,29,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1,0,0,0,4,0,0,0,0,28,1,2,0,16,16,0,4.0,9.666666666666666,0.0,0,0,0,0,0,Phishy
https://uspd.usspair.top/pg?do=index,36,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,28,2,3,0,7,7,2,4.0,8.0,3.0,0,0,0,0,0,Phishy
http://domainwebmailserverautnethicationdomainhostingservice2.pages.de...,73,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0136986301369863,0.015151515151515152,1,0,0,0,6,0,0,0,0,65,2,0,0,54,54,0,16.25,13.2,0.0,0,0,0,0,0,Phishy
http://azizi-offplan.com/,25,17,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1,0,1,0,2,1,0,0,0,19,3,3,0,7,13,0,4.75,17.0,1.0,0,0,0,0,0,Legitimate
http://onlylimi.netlify.app/,28,20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1,0,0,0,3,0,0,0,0,22,3,3,0,8,8,0,5.5,10.0,1.0,0,0,0,0,0,Legitimate
https://www.boursorama.com/,27,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,21,3,3,0,10,10,0,5.25,9.0,1.0,0,0,0,0,0,Legitimate
https://free-flre-spinexkzdkr.jagungsmp.cfd/,44,35,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,36,3,3,0,11,21,0,6.0,17.5,1.0,0,0,0,0,0,Phishy
https://lng.direct-inicios-es.com,33,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,26,2,3,0,7,17,0,4.333333333333333,12.5,0.0,0,0,0,0,0,Phishy
https://hgdgftgdyu.weebly.com/,30,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,24,3,3,0,10,10,0,6.0,10.5,1.0,0,0,0,0,0,Phishy
https://sfrgsdg.weeblysite.com,30,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,25,3,3,0,10,10,0,6.25,11.0,0.0,0,0,0,0,0,Phishy
http://ups-tracking-id55985.package97.delivery/redelivery/,58,39,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.1206896551724138,0.1794871794871795,1,0,0,0,3,0,0,0,0,49,3,8,0,10,20,10,7.0,19.5,6.0,0,0,0,0,0,Phishy
https://www.google.com/search?q=farama,38,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,30,1,3,0,6,6,6,4.285714285714286,7.0,7.0,0,0,0,0,0,Legitimate
https://training.knowbe4.com/ui/login,37,20,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0.02702702702702703,0.05,1,0,1,0,3,1,0,0,0,30,2,3,0,8,8,5,5.0,10.0,4.5,1,0,0,0,0,Legitimate
https://usps.checkshipus.com/,29,20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,23,3,3,0,11,11,0,5.75,10.0,1.0,0,0,0,0,0,Phishy
https://postacommk.top/3UXb48,29,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.10344827586206896,0.0,1,0,0,0,2,0,0,0,0,24,3,3,0,10,10,6,6.0,14.0,7.0,0,0,0,0,0,Phishy
https://skin-gratis3440.link-viral.icu/,39,30,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.10256410256410256,0.13333333333333333,1,0,0,0,3,0,0,0,0,31,3,3,0,10,15,0,5.166666666666667,15.0,1.0,0,0,0,0,0,Phishy
https://play.google.com/store/apps/details?id=br.com.original.bank&hl=...,73,15,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,55,2,3,0,8,6,7,4.230769230769231,7.5,6.333333333333333,0,0,0,0,0,Legitimate
https://www.fareastflora.com/CITIBANK-vday?utm_source=Klaviyo&utm_medi...,73,20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,60,3,3,0,12,12,13,6.666666666666667,10.0,14.0,0,0,0,0,0,Legitimate
https://www.google.com/search?q=hibaquakiyi,43,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,35,1,3,0,11,6,6,5.0,7.0,7.0,0,0,0,0,0,Legitimate
https://shopee.com.my/ig/#,26,13,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,18,2,2,0,6,6,2,3.6,6.5,2.0,0,0,0,0,0,Legitimate
https://ltposta.top/sup,23,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,2,0,0,0,0,18,3,3,0,7,7,3,4.5,11.0,4.0,0,0,0,0,0,Phishy
https://hiermitherz.de,22,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,2,0,0,0,0,18,2,2,0,11,11,0,6.0,14.0,0.0,0,0,0,0,0,Legitimate
https://www.google.com/?gclid=google,36,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,28,3,3,0,6,6,0,4.666666666666667,7.0,1.0,0,0,0,0,0,Legitimate
https://attmailaccountverificatioservemergency.weebly.com/...,61,49,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,52,3,3,0,38,38,3,13.0,24.5,4.0,0,0,0,0,0,Phishy
https://qpyegua433.site/spei_/,30,15,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0.1,0.2,1,0,0,0,2,0,0,0,0,24,4,4,0,10,10,5,6.0,15.0,3.5,0,0,0,0,0,Phishy
https://tinyurl.com/bdebh62s,28,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.07142857142857142,0.0,1,0,1,0,2,1,0,0,0,23,3,3,0,8,7,8,5.75,11.0,9.0,0,0,0,0,0,Phishy
https://fb-ads-manager.prohub.my/de/ads/campaign/69001290/webhook.php?...,73,24,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0.1095890410958904,0.0,1,0,0,0,3,0,0,0,1,56,2,2,0,8,14,11,4.666666666666667,12.0,7.4,0,0,0,0,0,Phishy
https://home-109424.weeblysite.com/,35,26,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.17142857142857143,0.23076923076923078,1,0,1,0,3,1,0,0,0,28,3,3,0,10,11,0,5.6,13.0,1.0,0,0,0,0,0,Phishy
https://tinyurl.com/2az4ny7d,28,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.10714285714285714,0.0,1,0,1,0,2,1,0,0,0,23,3,3,0,8,7,8,5.75,11.0,9.0,0,0,0,0,0,Phishy
https://cutt.ly/Kw1Ey7sP,24,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.08333333333333333,0.0,1,0,0,0,2,0,0,0,0,19,2,2,0,8,4,8,4.75,7.0,9.0,0,0,0,0,0,Phishy
https://www.google.com/search?q=nhemaquoyopi,44,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,36,1,3,0,12,6,6,5.142857142857143,7.0,7.0,0,0,0,0,0,Legitimate
https://www.smithfarmranchequipment.com/,40,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,34,3,3,0,23,23,0,8.5,15.5,1.0,0,0,0,0,0,Legitimate
https://dropzones.bitkubnext.app/,33,24,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,27,3,3,0,10,10,0,6.75,12.0,1.0,0,0,0,0,0,Legitimate
https://academie.hubside.fr/,28,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,22,2,2,0,8,8,0,5.5,9.5,1.0,0,0,0,0,0,Phishy
https://c3325.top/,18,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.2222222222222222,0.4444444444444444,1,0,0,0,2,0,0,0,0,13,3,3,0,5,5,0,4.333333333333333,9.0,1.0,0,0,0,0,0,Phishy
https://shorturl.at/mKV46,25,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.08,0.0,1,0,0,0,2,0,0,0,0,20,2,2,0,8,8,5,5.0,11.0,6.0,0,0,0,0,0,Phishy
https://www.google.com.py/,26,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0.0,0.0,1,0,0,0,4,1,0,0,0,19,2,2,0,6,6,0,3.8,5.666666666666667,1.0,0,0,0,0,0,Legitimate
http://ow.ly/kIqm50HGxrB,24,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.08333333333333333,0.0,1,0,0,0,2,0,0,0,0,19,2,2,0,11,2,11,4.75,5.0,12.0,0,0,0,0,0,Legitimate
https://sserivvetsjhzomps.dynv6.net,35,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.02857142857142857,0.037037037037037035,1,0,0,0,3,0,0,0,0,30,3,3,0,17,17,0,7.5,13.5,0.0,0,0,0,0,0,Phishy
https://xvdqv.blogspot.com/?m=1,31,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.03225806451612903,0.0,1,0,1,0,3,1,0,0,0,23,1,3,0,8,8,0,3.8333333333333335,9.0,1.0,0,0,0,0,0,Phishy
https://www.google.com/search?q=bututanaki,42,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,34,1,3,0,10,6,6,4.857142857142857,7.0,7.0,0,0,0,0,0,Legitimate
http://fnhtx.blogspot.md/,25,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1,0,0,0,3,0,0,0,0,19,2,2,0,8,8,0,4.75,8.5,1.0,0,0,0,0,0,Phishy
https://uspz.usspaof.top/pg?do=index,36,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,28,2,3,0,7,7,2,4.0,8.0,3.0,0,0,0,0,0,Phishy
https://vx0ftn5.duckdns.org/,28,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.07142857142857142,0.10526315789473684,1,0,0,0,3,0,0,0,0,22,3,3,0,7,7,0,5.5,9.5,1.0,0,0,0,0,0,Phishy
https://lnkd.in/e7KbApSp,24,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.041666666666666664,0.0,1,0,0,0,2,0,0,0,0,19,2,2,0,8,4,8,4.75,7.0,9.0,0,0,0,0,0,Legitimate
https://login.live.com.o365.uat.wipropoc.myshn.net/oauth20_authorize.s...,73,42,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0684931506849315,0.07142857142857142,1,0,0,0,8,0,0,0,0,58,1,3,0,17,8,22,5.2727272727272725,6.0,23.0,1,0,0,0,0,Legitimate
https://www-mfacebook.vn/tuyenquan247?v=true,44,16,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.06818181818181818,0.0,1,0,0,0,2,0,0,0,0,36,1,2,0,12,13,12,5.142857142857143,16.0,13.0,0,0,0,0,0,Phishy
https://usps.eabxtqplow.top/information,39,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,33,3,3,0,11,10,11,6.6,9.5,12.0,0,0,0,0,0,Phishy
https://pub-164560f05dad4c53a900913ff23b957a.r2.dev/index.html...,65,43,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.35384615384615387,0.5348837209302325,1,0,0,0,3,0,0,0,0,54,2,2,0,32,36,13,7.714285714285714,21.5,14.0,0,0,0,0,0,Phishy
http://trk.ixfr.com/v1/click/NyS1HrtcR_ZhLfPel5Oc_qXFayjWLwwg/PAXymAw6...,73,12,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0.0547945205479452,0.0,1,0,1,0,3,1,0,0,0,61,2,3,0,32,4,32,7.625,6.0,13.5,0,0,0,0,0,Legitimate
https://www.dropbox.com/l/AAA9YqlV1fn7M06-EvfmkIlgEflG0jXWqOQ/report_a...,73,15,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0.0821917808219178,0.0,1,0,1,0,3,1,0,0,0,61,1,3,0,19,7,35,7.625,7.5,16.666666666666668,0,0,0,0,0,Legitimate
https://urlscan.io/result/3ea50935-fd17-4b72-8233-a6a2b86c0c34/...,66,10,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0.3333333333333333,0.0,1,0,0,0,2,0,0,0,0,52,2,2,0,12,7,36,5.777777777777778,10.0,16.0,0,0,0,0,0,Legitimate
https://sfrgsdg.weeblysite.com/,31,22,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,25,3,3,0,10,10,0,6.25,11.0,1.0,0,0,0,0,0,Phishy
https://comps-770.pages.dev/,28,19,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.10714285714285714,0.15789473684210525,1,0,0,0,3,0,0,0,0,21,3,3,0,5,9,0,4.2,9.5,1.0,0,0,0,0,0,Phishy
https://www.lngdirect-aviso-inicios.com/app,43,31,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,35,3,3,0,9,23,3,5.0,15.5,4.0,0,0,0,0,0,Phishy
https://filene.org/be-a-part-of-something/supporters...,55,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,2,0,0,0,0,42,1,3,0,10,6,22,4.666666666666667,10.0,18.5,0,0,0,0,0,Legitimate
http://ujsrfd.nhqwo.xyz/,24,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1,0,0,0,3,0,0,0,0,18,3,3,0,6,6,0,4.5,8.0,1.0,0,0,0,0,1,Phishy
https://www.therobalution.com/,30,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,24,3,3,0,13,13,0,6.0,10.5,1.0,0,0,0,0,0,Phishy
https://www.amazon.com.br/,26,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0.0,0.0,1,0,0,0,4,1,0,0,0,19,2,2,0,6,6,0,3.8,5.666666666666667,1.0,0,0,0,0,0,Legitimate
http://pub-40029b94f9b8448e8df0fa219918a7c6.r2.dev/myscr6664941.htm...,70,43,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.42857142857142855,0.5348837209302325,1,0,0,0,3,0,0,0,0,59,2,2,0,32,36,19,8.428571428571429,21.5,20.0,0,0,0,0,0,Phishy
https://hhtgn.blogspot.com/?m=1,31,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.03225806451612903,0.0,1,0,1,0,3,1,0,0,0,23,1,3,0,8,8,0,3.8333333333333335,9.0,1.0,0,0,0,0,0,Phishy
https://uspd.usspauo.top/pg?do=index,36,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,28,2,3,0,7,7,2,4.0,8.0,3.0,0,0,0,0,0,Phishy
https://wdsn6mlnh.duckdns.org/,30,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.03333333333333333,0.047619047619047616,1,0,0,0,3,0,0,0,0,24,3,3,0,9,9,0,6.0,10.5,1.0,0,0,0,0,0,Phishy
https://www.amazonbusiness.eu/e/317391/ng-ref--b2b-reg-e-de-2ndall001/...,73,21,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0.1506849315068493,0.0,1,0,0,0,3,1,0,0,0,54,1,2,0,14,14,30,4.153846153846154,10.5,11.0,0,0,0,0,0,Legitimate
https://rakutan-bak00.cyou/,27,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.07407407407407407,0.1111111111111111,1,0,0,0,2,0,0,0,0,21,4,4,0,7,13,0,5.25,18.0,1.0,0,0,0,0,0,Phishy
http://spemail5.online//about.aspx?subid=250544844&campid=1920929...,68,15,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.25,0.06666666666666667,1,0,0,0,2,0,0,0,1,54,4,6,0,9,8,10,6.0,15.0,6.0,0,0,0,0,1,Legitimate
https://send-parcelaus.cc/,26,17,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,2,0,0,0,0,20,2,2,0,9,14,0,5.0,17.0,1.0,0,0,0,0,0,Phishy
http://www.circuitsathome.com/what-does-a-firewall-protect-against/...,70,22,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0.0,0.0,1,0,1,0,3,1,0,0,0,55,1,3,0,14,14,36,5.5,11.0,20.5,0,0,0,0,0,Legitimate
https://www.site-shot.com/,26,17,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,19,3,3,0,5,9,0,3.8,8.5,1.0,0,0,0,0,0,Legitimate
https://updatesouthernct0099.ukit.me/,37,28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.10810810810810811,0.14285714285714285,1,0,0,0,3,0,0,0,0,31,2,2,0,20,20,0,7.75,14.0,1.0,0,0,0,0,0,Phishy
https://polo.feathr.co/v1/analytics/crumb?flvr=email_link_click&t_...,69,14,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0.014492753623188406,0.0,1,0,0,0,3,0,0,0,0,55,2,2,0,16,6,9,5.5,7.0,6.333333333333333,0,0,0,0,0,Legitimate
https://www.groo.co.il/deal/pasta-mia-wilson-meal-for-two/1008132/?iTr...,73,14,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0.0958904109589041,0.0,1,0,0,0,4,1,0,0,0,54,2,2,0,7,4,29,3.857142857142857,4.666666666666667,11.0,0,0,0,0,0,Legitimate
https://junocom-102050.weeblysite.com/,38,29,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.15789473684210525,0.20689655172413793,1,0,1,0,3,1,0,0,0,31,3,3,0,10,14,0,6.2,14.5,1.0,0,0,0,0,0,Phishy
https://exodusiiuwalletlogn.webflow.io/,39,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,3,0,0,0,0,33,2,2,0,19,19,0,8.25,15.0,1.0,0,0,0,0,0,Phishy
https://caxwv.blogspot.com/,27,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,21,3,3,0,8,8,0,5.25,9.0,1.0,0,0,0,0,0,Phishy
https://docs.google.com/presentation/d/e/2PACX-1vQVe8TQGscTxdSI2JzlQNl...,73,15,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0.0547945205479452,0.0,1,0,1,0,3,1,0,0,0,60,1,3,0,23,6,32,6.666666666666667,7.5,12.5,0,0,0,0,0,Phishy
https://btredirect.weebly.com/,30,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.0,0.0,1,0,1,0,3,1,0,0,0,24,3,3,0,10,10,0,6.0,10.5,1.0,0,0,0,0,0,Phishy
https://sympa.unil.ch/sympa/arcsearch_id/aai/2022-12/e9380...,61,13,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0.16393442622950818,0.0,1,0,0,0,3,0,0,0,0,47,2,2,0,12,5,12,4.7,6.5,8.0,0,0,0,0,0,Legitimate
https://karlsruhe.one/news/schlechte-witterungsverhaeltnisse-fuehren-z...,73,13,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1,0,0,0,2,0,0,0,0,61,1,3,0,23,9,46,7.625,13.0,26.0,0,0,0,0,0,Legitimate
https://pub-bad46fd90bd14dae8d48c13ca2274cbf.r2.dev/index.htm...,64,43,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.25,0.37209302325581395,1,0,0,0,3,0,0,0,0,53,2,2,0,32,36,12,7.571428571428571,21.5,13.0,0,0,0,0,0,Phishy
